"info-job__text","info-company__text","info-company-addon-type","info-tags__text","info-tags__text 2","info-tags__text 3","info-tags__text 4","info-description","text-highlight","info-othertags__text","info-othertags__text 2","info-othertags__text 4","info-othertags__text 5","last-processed-resume-at-text","date-container","actively-hiring-tag","text-highlight 6","last-cust-reply-text"
"資訊系統開發工程師【無經驗最高可達40,000元】","敬鵬工業股份有限公司","印刷電路板製造業(PCB)","桃園市蘆竹區","經歷不拘","大學","月薪30,700~45,000元","PostGreSQL 

**無經驗可**
提供3~5年系統設計與工具技術教育訓練計劃，初期養成程式開發專長，
後期目標成為資料分析專家或系統架構專家，歡迎有志人員參與我們的軟體開發團隊。
對深度學習/機器學習/大分析/系統設計規劃及程式語言開發有興","數據","上市上櫃","年終獎金","津貼/補助","員工宿舍","","4/29","","","6 天內聯絡過求職者"
"BI專案工程師 /BI Project Engineer（台北）","台灣帆軟有限公司","電腦軟體服務業","台北市大同區","經歷不拘","大學","待遇面議","【關於帆軟】
帆軟成立於2006年，在報表BI這個領域已經有18年之久，在台灣、大陸、香港、馬來西亞、新加坡、日本等地均有分公司和客戶。台灣帆軟做為亞太地區商業智慧（BI）領導品牌，致力大分析及商業軟體平台供應商，擁有最專業的在地化團隊以及豐","數據","年終獎金","節日獎金/禮品","不扣薪病/事假","彈性上下班","","4/28","","","2 天內聯絡過求職者"
"【總公司】-資訊系統專員（MIS ／資料分析維護／內部系統支援）","馬可先生麵包坊_馬可先生食品企業股份有限公司","食品什貨零售業","台南市仁德區","2年以上","專科","月薪38,000元以上","此職缺結合「內部系統管理」與「資料分析應用」兩大塊。

協助公司 POS、CRM、進銷存系統內部平台之日常維運與使用者支援。

協助資料、彙整分析，為內部使用者與系統商兼溝通橋樑，協助提出優化建議。

支援簡易 IT 作業（如帳號權限設定、基礎設備故障排除）。","","年終獎金","節日獎金/禮品","員工優惠","團體保險","","5/01","積極徵才中","","2 天內聯絡過求職者"
"數位開發專員","神銀建材資訊有限公司","建材／傢俱零售業","台北市中山區","1年以上","大學","月薪40,000~50,000元","，進行數位解決方案的設計與實施
三、分析，優化系統性能

【工作需求】
• 具備相關技術開發經驗（如前端、後端開發）
• 熟悉數位轉型技術趨勢
• 良好的問題解決能力及團隊合作精神","數據","年終獎金","節日獎金/禮品","部門聚餐","","","5/04","","",""
"【資訊板塊】應用工程師/系統_(銀行核心現代化計畫)_I00017951","國泰世華商業銀行股份有限公司","銀行業","台北市內湖區","3年以上","學歷不拘","待遇面議","，都期望您來加入我們，成為國泰世華的一部分。


1. 溝通協調–與相關單位及系統人員溝通確認處理邏輯。			
2. 系統分析–執行應用系統分析與設計；準備SOP與使用者手冊等相關文件，以確保操作順暢。			
3. 程式開發–編寫應用程","數據","年終獎金","節日獎金/禮品","員工旅遊","社團活動","5 天內處理過履歷","4/29","","數據",""
"AI 技術專案管理師(AI Technical Project Management)-人工智慧- (數數發中心, DDT)_I00017050","國泰金控_國泰金融控股股份有限公司","金融控股業","台北市信義區","5年以上","學歷不拘","待遇面議","專案之規劃、簡報製作、專案執行、進度蹤、風險控管及資源協調等事宜；
4. 專案會議召集與議程規劃，並定期向上呈報專案進度；
5. 視專案需求須與各子公司商業、資料科學家、資料工程開發、業務單位等內部單位，以及外部合作夥伴溝通協調專案事宜；","數據分析師","上市上櫃","年終獎金","津貼/補助","分紅配股","","4/30","","",""
"【科技與轉型服務】數位科技風險 - 資訊安全風險管理顧問-台中所","勤業眾信聯合會計師事務所","會計服務業","台中市西屯區","經歷不拘","大學","待遇面議","7.	企業供應鏈安全評估與稽核
8.	企業關鍵資產保護諮詢
9.	網路安全風險儀表板與分析服務
10.	網路安全管理自動化稽核平台規劃與建置
11.	GRC治理、風險及合規解決方案導入規劃與建置
12.	資訊安全法規分析與議題研究","數據","距捷運市政府站約430公尺","年終獎金","津貼/補助","優於勞基法特休","4 天內處理過履歷","4/25","","",""
"資訊部門-資料倉儲軟體開發工程師","台中商業銀行股份有限公司","銀行業","台中市中區","經歷不拘","大學","月薪40,000~65,000元","1. 資料倉儲及相關系統維運及問題處理。
2. 資料產製及資料清洗作業優化。
3. 大分析及大相關系統導入、架構設計、研發及優化。
4. 整合應用解決方案。","數據","上市上櫃","節日獎金/禮品","員工旅遊","部門聚餐","4 天內處理過履歷","5/02","","數據",""
"巨量資料分析平台工程師","竣盟科技股份有限公司","電腦軟體服務業","台北市中山區","經歷不拘","大學","月薪55,000~95,000元","1. 規畫與測試巨量資料分析平台(Splunk, OpenSearch, ArcSight, ELK, Qradar等) 
2. 協助建置客戶端巨量日誌分析平台 
3. 收容與管理客戶端、雲端(GCP/Azure/AWS)日誌收集管理 
4. 整合SIEM、SOAR、ELK、BI等工具 
5. 學習商用巨量資料平台ML/AI深度學習技術實作與應用","","距捷運松江南京站約200公尺","年終獎金","津貼/補助","不扣薪病/事假","2 天內處理過履歷","4/29","積極徵才中","",""
"【科技與轉型服務】數位科技風險 – 金融業Fintech資安風險管理顧問","勤業眾信聯合會計師事務所","會計服務業","台北市信義區","經歷不拘","大學","待遇面議","1.	金融科技數位安全風險管理顧問諮詢
2.	金融機構本國與海外分支機構資訊安全風險顧問諮詢
3.	金融機構本國與海外分支機構資訊安全法規遵循與稽核
4.	Open Banking TSP安全評估與顧問諮詢
5.	SWIFT安全評估
6.	國內外數位金融科技法規遵循、風險管理與顧問諮詢
7.	國內外數位金融委外管理與稽核
8.	國內外數位金融科技法規研究與案例分析","","距捷運象山站約320公尺","年終獎金","津貼/補助","優於勞基法特休","2 天內處理過履歷","4/25","","",""
"資料科學工程師 Data Engineer -科技 (數數發中心, DDT)_I00016336","國泰金控_國泰金融控股股份有限公司","金融控股業","台北市信義區","3年以上","學歷不拘","待遇面議","資料結構，建立自動化處理、部署與監控機制，確保服務穩定性
2. 與、資料科學家合作，進行機器學習、深度學習之模型自動化、模型服
務架構設計、開發與維運，協助業務團隊發揮商業價值
3. 為加速驅動轉型，參與相關大平台之架構規劃、","數據","上市上櫃","年終獎金","津貼/補助","分紅配股","2 天內處理過履歷","4/30","","數據",""
"國家太空中心-火箭計畫室-系統工程師","國家太空中心","自然科學研發業","台南市歸仁區","1年以上","碩士","待遇面議","制
3.協調技術細節並監督發射載具的整體設計
此職位涉及高層次的載具設計（定義系統功能和架構）和參與解決問題，這需要深入了解某一領域或分析。","數據","年終獎金","節日獎金/禮品","優於勞基法特休","不扣薪病/事假","","5/04","","",""
"【科技與轉型服務】數位科技風險 - 資訊安全風險管理顧問-高雄所","勤業眾信聯合會計師事務所","會計服務業","高雄市前鎮區","經歷不拘","大學","待遇面議","強化建議
6.      企業進行網路安全事件之應變與處理
7.      企業供應鏈安全評估與稽核
8.      企業關鍵資產保護諮詢
9.      網路安全風險儀表板與分析服務
10.    網路安全管理自動化稽核平台規劃與建置
11.","數據","距捷運軟體園區站約130公尺","年終獎金","津貼/補助","優於勞基法特休","2 天內處理過履歷","4/25","","",""
"資訊整合管理師(市場發展)","Phison Electronics Corp_群聯電子股份有限公司","IC設計相關業","苗栗縣竹南鎮","3年以上","大學","待遇面議","1. 執行分析專案與任務，提供報表簡報進行預測建議與關聯分析 
2. 內部生產收集，資料庫架構規劃
3. 鼎新TIPTOP & BI & MRP System資料整合維護 
4. 其他主管交辦事項","數據","上市上櫃","年終獎金","津貼/補助","員工宿舍","3 天內處理過履歷","4/30","","",""
"Data Privacy Manager","瀚亞證券投資信託股份有限公司","信託投資業","台北市信義區","5年以上","大學","待遇面議","1. Ensure that company policies are in compliance to local privacy laws and group policies
2. Serve as the main point of contact within Eastspring and group on issues related to data privacy
3. Establish new and amend existing data privacy policies, guidelines and procedures, in consultation with stakeholders
4. Lead and/or participate in response to data privacy incidents 
5. Performs data privacy self-assessments to identify areas of concern and remediate
6. Manage data privacy impact lifecycle (i.e. cross border data transfer)
7. Devise training across Eastspring staff who are involved in data handling and processing
8. Promote a culture of data privacy and compliance across Eastspring","","距捷運市政府站約260公尺","年終獎金","津貼/補助","優於勞基法特休","","5/02","","",""
"A2-商業 (Data & Business Analyst)","意藍資訊股份有限公司","網際網路相關業","台北市大安區","經歷不拘","大學","月薪35,000~40,000元","我們是國內領先的雲端智能分析公司，招募有志投入智能(Data Intelligence)領域之優秀人才。本職位不限科系，歡迎剛畢業的新鮮人前來投遞履歷。

主要工作內容：
1. 長期經營各產業重點客戶，提供分析專業服務
2. 協助客戶","數據","距捷運信義安和站約170公尺","年終獎金","津貼/補助","分紅配股","","4/30","積極徵才中","數據","2 天內聯絡過求職者"
"IT_企業系統軟體工程師","Gogoro Taiwan Limited_睿能創意股份有限公司","機車及其零件製造業","桃園市龜山區","5年以上","大學","待遇面議","發或技術整合經驗者佳。
•  具備人工智慧相關專案（如模型應用或分析）者優先考慮。
•  熟悉敏捷開發流程與版本管理工具（如 Git、JIRA 等）。
•  熟悉 JQuery 、 C#，能靈活應用於開發前端與後端功能。
•  熟 Web 開發","數據","年終獎金","節日獎金/禮品","優於勞基法特休","停車位","","4/28","","",""
"Shopee - B2C 供應鏈專案分析實習生 Sourcing Analyst Intern","新加坡商蝦皮娛樂電商有限公司台灣分公司","多媒體傳播相關業","台北市信義區","1年以上","大學","時薪195元","● 支援新的採購專案啟動，包括供應商分析、商品選擇、上架操作及賣家溝通。
● 協助供應商的獲利分析。
● 協助供應商的補貨規劃流程進行。","數據","外商公司","距捷運市政府站約340公尺","津貼/補助","優於勞基法特休","","4/28","積極徵才中","","4 天內聯絡過求職者"
"63520-使用經驗(UX analyst)(新北汐止/新竹)","QNAP_威聯通科技股份有限公司","電腦軟體服務業","新竹市","1年以上","碩士","待遇面議","1.探勘目標組群需求與潛在使用趨勢(early concept, Use Case, User Study)
2.進行使用性評估與建議，以使用性與功能性出發，協助檢視產品功能與特色
3.定義不同裝置檢視指標與實驗法模型(含實驗室測試)
4.追蹤產品在量化指標上的優化表現，並於必要時提出改善計畫
5.針對產品在用戶體驗面向上進行專案管理","","年終獎金","節日獎金/禮品","分紅配股","優於勞基法特休","6 天內處理過履歷","4/24","","",""
"【凱基金控】數位服務管理師","凱基金融控股股份有限公司|凱基證券|凱基銀行|中華開發資本|凱基投信","金融控股業","台北市松山區","10年以上","大學","待遇面議","工作職責:
1. 擬定與實施數位策略：制定整體數位營銷策略，協助制定及落地執行。
2. 商業模式創新：洞察市場機會和商業痛點，打造創新商業模式和服務。
3. 跨部門協作及轉型推動：促進跨部門協作及溝通，有效推動數位轉型。
4. 驅動決策：研究","數據","上市上櫃","年終獎金","優於勞基法特休","生日假","1 天內處理過履歷","4/01","","",""
"［兼職/接案］分析工程師（特徵工程與訊號最佳化）Feature Engineering & Signal Optimization","艾利克投資有限公司","其他投資理財相關業","台南市北區","經歷不拘","學歷不拘","待遇面議","分析工程師（特徵工程與訊號最佳化）
Feature Engineering & Signal Optimization

【工作內容】
·聚焦於開發進階型、非傳統或跨市場橫截面因子，強化現有因子庫的多樣性與深度。
·探索特徵工程方法（如多層次","數據","","","","","8 小時前處理過履歷","5/01","積極徵才中","",""
"資料工程師","台北富邦商業銀行股份有限公司","銀行業","台北市大安區","2年以上","大學","待遇面議","【職務內容】
1.在Hadoop架構的資料倉儲(Data Warehouse)上建立具備擴充性與高可靠性的資料產品，為科學家與業務團隊提供穩健的資料基礎。
2.與科學家和業務分析團隊合作，理解需求並提供適用的資料解決方案。
3.設計並構建","數據","節日獎金/禮品","津貼/補助","員工旅遊","員工優惠","6 天內處理過履歷","3/03","","",""
"Software Engineer, Backend 後端工程師【聯想感-產品專案部】","股感資訊股份有限公司","網際網路相關業","台北市松山區","1年以上","專科","月薪50,000~80,000元","【工作內容】
產品專案部負責依據實際客戶需求設計合理且可行的系統，此職缺工作內容主要包含：
1. 依照開發說明實際開發程式完成系統功能
2. 依照設計稿完成介面開發與資料呈現
3. 與前端工程師協作完成後端 API 開發

【我們希望你】
對技術的實作與精進抱有熱忱，認真看待被分派的任務與工項，不排斥學習及研究最新的技術堆疊，並且以獨立工作，共同開發可靠的系統為目標。

【職務需求】
-熟悉 Python 與 Django，並願意學習新程式語言及網站框架
-精通 API 、MVC/MVT、前後端分離等相關概念
-熟悉 PostgreSQL, MySQL, MongoDB 任一一種資料庫
-熟悉基礎網路架構、能理解負載平衡、DB 讀寫分離等概念
-熟悉 Git (Git Flow) 版本控制 (我們使用 github)
-熟悉 Mac 開發環境

【福利與文化 (What We Offer)】
-參與最前沿的 CDP 技術專案，接觸國內外指標企業的實際業務需求。
-與一個富有熱情的跨職種團隊合作，共同打造客製化解決方案。
-提供技術進修補助，支援參加技術培訓或證照考試。
-滿滿零食吃到飽，滿足你的胃。
-不定期部門聚餐，與夥伴建立良好互動。

【面試流程】
1. [線上] 一面（60 分鐘）
    ➀ 線上題目，用 HackMD 進行，內容包含程式 Python Django、資料庫、Git、網路 - 30 分鐘
    ➁ 題目檢討 - 15 分鐘
    ➂ 公司介紹，包含商業模式、團隊組成、工作內容 - 10 分鐘
    ➃ 公司相關問題 Q & A - 5 分鐘
2. [實體] 二面（90 分鐘）
    ➀ 程式白紙題（大約介於 LeetCode easy ~ medium 之間） - 30 分鐘
    ➁ 系統架構題（以網路三層式架構為主，包含前端、後端、資料庫） - 30 分鐘
    ➂ 履歷討論，會根據履歷上以及一面沒討論到的部分做深入討論 - 10 分鐘
    ➃ 公司相關問題 Q & A - 20 分鐘","","距捷運中山國中站約500公尺","津貼/補助","生日假","彈性上下班","5 天內處理過履歷","4/30","","",""
"【誠品團隊】BPM Workflow程式開發工程師","誠品生活股份有限公司","百貨相關業","台北市信義區","3年以上","專科","待遇面議","誠品致力於打造結合文化、閱讀與生活的全通路生態圈，透過數位創新提升顧客體驗，實現線上與線下服務的無縫整合。

資訊暨商業應用創新處（ICI）負責誠品各類資訊系統的管理與維運，並專注於全通路服務的技術開發、分析、雲端技術與 AI 應用，致力於打","數據","遠端工作","距捷運國父紀念館站約500公尺","節日獎金/禮品","津貼/補助","1 天內處理過履歷","5/02","積極徵才中","",""
"【資訊工程類】廠長室系統專案工程師(新豐廠)☆到職滿6個月，留任獎金最高13000元☆","欣興電子股份有限公司","印刷電路板製造業(PCB)","新竹縣新豐鄉","經歷不拘","大學","月薪41,000~80,000元","1.有做過專案或專案管理的經驗
2.生產資訊系統開發
3.大分析
4.機台防呆卡控
5. 系統化流程整合、分析、開發、導入
6. 生產排程/自動化派工技術研發與導入
7. 工廠數位化應用與推展
必須技能：
■ 程式語言：熟悉 C# 或 VB.","數據","上市上櫃","年終獎金","津貼/補助","分紅配股","","5/02","積極徵才中","","5 天內聯絡過求職者"
"Questionnaire Specialist","香港商信天翁諮詢有限公司台灣分公司","工商顧問服務業","台北市信義區","經歷不拘","大學","待遇面議","Description
We are growing! We are currently looking to hire a Questionnaire Specialist to work with us remotely!

Who we are:

Founded in 2006, our story started with two entrepreneurs. Today, we’re proud to be a global business. From Shanghai to Paris, we have 12 offices and operate across four continents in 70 countries. We are home to over 160 professionals from around the world, working together to serve more than 200 luxury clients.

At CXG, we love to evolve, elevate, and transform experiences while bringing brand promises to life. We offer strategic solutions that impact performance and elevate the customer experience of some of the world’s most iconic premium and luxury brands.

What you will be doing:

In this role, you will be responsible for the successful implementation of questionnaires under the supervision of the VP – Data Science.

Collaborative work environment: Join a dynamic team and work closely with project managers to prepare and set up questionnaires on our systems. Your input will be valuable in ensuring a smooth and efficient project launch.
Problem-solving opportunities: Use your skills in debugging logical conflicts and system errors to overcome challenges and ensure the flawless functioning of our projects. Your expertise will be crucial in maintaining high-quality standards.
Quality control and enhancement: As the gatekeeper of questionnaire quality, you will play a pivotal role in enhancing the overall analytical output. Your attention to detail and dedication to quality assurance will contribute to the success of our projects.
Global engagement: Manage daily requests from various departments around the world, providing support and assistance. This role offers the opportunity to collaborate with diverse teams and expand your cultural understanding.
Requirements
What you will bring along:

Detail-oriented and fast learner: We value individuals who pay close attention to detail, have a quick grasp of new concepts, and can effectively manage their time in a fast-paced work environment. A can-do attitude is essential to thriving in this role.
Strong logical mind and problem-solving skills: We are looking for candidates with a sharp and analytical mindset. Your ability to approach challenges logically and find effective solutions will be highly valued.
Strong communication skills: Excellent communication skills, both written and verbal, are essential for this position. The ability to convey information clearly and effectively is crucial in collaborating with team members and stakeholders.
Exceptional written and oral communication abilities in English: Fluency in English, both written and spoken, is vital. Your proficiency in English will enable effective communication with international colleagues and stakeholders.
Experience with ERP or quality control (a plus): Previous experience with Enterprise Resource Planning (ERP) systems or quality control processes would be advantageous. Familiarity with these areas will enhance your ability to contribute effectively to our operations.
Passion for the Luxury and Fashion industry: A genuine enthusiasm for the Luxury and Fashion industry is highly desirable. Your passion for this field will bring added motivation and dedication to your work.
Fluency in Chinese is a big plus!
If you have what we are looking for, please make sure to attach your updated Resume with your contact details.

Should your profile fit the requirements for the role, we will get in touch with you to get a deeper understanding of your profile, to discuss the role in more detail and potential next steps.","","距捷運市政府站約220公尺","年終獎金","","","","12/04","","",""
"【數位驅動】資料科學工程師 (數數發中心，DDT)_I00005022","國泰世華商業銀行股份有限公司","銀行業","台北市信義區","經歷不拘","大學","待遇面議","1.介接、清洗、處理與模型的程式開發
2.網路爬蟲、工程 API 程式撰寫
3.與合作，進行機器學習、深度學習與統計分析模型的維運化程式開發
4.ETL Pipline 的工具開發與維護
5.協助新系統上線
6.工程的自","數據","年終獎金","節日獎金/禮品","員工旅遊","社團活動","4 天內處理過履歷","4/29","積極徵才中","數據",""
"RPA數位流程轉型顧問-3DW283","敦新科技股份有限公司","電腦系統整合服務業","台北市大安區","3年以上","大學","待遇面議","1. 協助客戶進行企業流程自動化機會鑑別，並提供必要的企業流程再造
2. 協助客戶應用RPA機器人流程自動化進行數位轉型
3. 協助客戶結合AI與RPA，推動智能自動化","","距捷運大安站約190公尺","節日獎金/禮品","不扣薪病/事假","員工旅遊","3 小時前處理過履歷","4/29","","",""
"大產品交付諮詢顧問","數據立諮詢顧問有限公司","電子通訊／電腦週邊批發業","台北市中山區","經歷不拘","大學","待遇面議","工作職掌：
1.從我司軟體產品面為起點，以幫助客戶發現業務問題、發揮價值為導向，能深入理解客戶業務需求與痛點，確定客戶業務問題與目標，並給予有效的解決方案；
2.從客戶業務需求場景出發，指導/協助客戶透過我司軟體完成多維度指標體系的梳理和","數據","距捷運南京復興站約230公尺","年終獎金","津貼/補助","免費下午茶","3 天內處理過履歷","3/11","","",""
"【全球電商】人資 Employee Relation - 員工關係 桃園地區 積極招募中!!","新加坡商艾得克有限公司台灣分公司","人力仲介代徵","桃園市大園區","經歷不拘","大學","待遇面議","通過建立措施來遵守勞動法和公司規範，減少公司法律風險並解決相關問題。
通過回應並解決成為外部問題的法律案件，如提交給勞動關係委員會的案件，促進公司的穩定增長。
積極並持續與內部成員（如勞工工會等）溝通，提前減少不必要的員工關係問題。

資格要求：
具有5年以上處理提交給勞動與就業部及勞動關係委員會的案件經驗，涉及物流或製造行業勞動法律問題、獎懲管理、人事委員會運營、審計、勞資委員會運營和內部VOC響應。
具備勞動法專業知識，對HR人事管理有基本了解。
良好的批判性思維能力及解決非結構性問題的能力。
擁有商業、法律、人力資源或相關領域的學士學位。
良好的溝通技巧。","","外商公司","免費下午茶","專業證照獎金","","","4/29","","",""
".NET軟體程式設計師 Programmer (C# ,AWS) (資深工程師)","欒軒管理顧問有限公司","工商顧問服務業","台北市松山區","4年以上","專科","月薪70,000元以上","What you'll do / #工作內容：
- 負責軟體之分析、設計以及程式撰寫
- 根據用戶需求設計和開發系統
- 後端資料庫系統的應用

What we need / #希望您是這樣的人
- 有良好邏輯理解及具備資料分析處理能力
- 理解多層結構, 設計模式和開發流程
- 具至少 4 年或以上的 .net 平台開發經驗

其他條件 / #加分項目
- C# Web API (.net Core) ,AWS雲端平台應用經驗, MSSQL, RESTful API, 版本控制(Git), bootstrap 和 Javascript 實作經驗

What you'll do:
- Design, develop and implementation of web application
- Support, enhancement of multiple application systems and projects
- To communicate with user parties (e.g. internal Operation team & external clients) for requirement collection
- Design and develop information system with Relational Databases /NoSQL

What we need:
- Good analytical and problem-solving skills
- Understand of multi-layer design (MVC or MVVM), design pattern and development lifecycle
- 4+ years solid experiences with .net framework.

Preferred Qualifications:
- Experienced in C# ASP.net (.net core & .net framework), MSSQL, RESTful API, Version Control (Git), bootstrap & Javascript","","距捷運中山國中站約500公尺","年終獎金","津貼/補助","優於勞基法特休","","4/07","積極徵才中","","4 天內聯絡過求職者"
"Data Analysis Intern (2025 Summer Internship)","緯穎科技服務股份有限公司","電腦及其週邊設備製造業","新北市汐止區","經歷不拘","大學","月薪30,000元以上","Wiwynn is an innovative cloud IT infrastructure provider of high-quality computing and storage products, plus rack solutions for leading data centers. We’re looking for a proactive and data-driven Data Analyst Intern to join our team. This role offers a unique opportunity to work on real-world data projects, focusing on cost analysis and material data management.

Essential Job Functions: 
1. Collect and organize data related to cost or material specifications.
2. Use tools to analyze data and identify hidden trends or key indicators.
3. Generate visual charts or reports to help the team quickly understand data insights.","","上市上櫃","年終獎金","津貼/補助","分紅配股","6 小時前處理過履歷","5/02","積極徵才中","",""
"產壽險BA-1","宏益科技服務股份有限公司","電腦軟體服務業","台北市信義區","1年以上","專科","月薪40,000元以上","1年以上產壽險保險公司行政作業流程規劃/資料分析或保經代系統相關工作經驗
1年以上保險系統需求商業流程及資料分析/規劃經驗
熟悉 MS Office (Word, Excel, Power Point, Visio, Project ) 及UML (Use Case)
具邏輯思考及商業分析技術，具備溝通技巧及問題解決能力且可獨立作業","","年終獎金","節日獎金/禮品","團體保險","","","4/28","","",""
"資料工程師-情報系統二team【全家便利商店關係企業】","精藤股份有限公司","電腦系統整合服務業","台北市中山區","1年以上","專科","待遇面議","護），更有完善的公司治理與開發標準，可做為所有資訊人員執行專案時的後盾。

除此之外，精藤近年來亦不斷追求更多新領域的發展，例如：雲端科技應用、大資料分析以及行動裝置管理技術等等，誠摯的歡迎所有對於零售流通有興趣的伙伴一同加入精藤的大家庭。","數據","距捷運雙連站約310公尺","年終獎金","津貼/補助","生日假","5 天內處理過履歷","4/15","","",""
"【資訊中心】 數位應用工程師｜CRM / RPA / AI","公隆化學股份有限公司","化學原料製造業","台北市信義區","3年以上","大學","待遇面議","加入我們，一次參與台灣、大陸、泰國、越南等多國平台的系統營運與創新專案！
我們期待穩定且樂於學習的你，以既有經驗為基礎，和團隊一起把 CRM、RPA、AI/ML、AIGC 真正落地，打造高效率、驅動的營運流程。

主要工作內容
1.	CRM","數據","距捷運市政府站約150公尺","年終獎金","津貼/補助","不扣薪病/事假","","4/29","","",""
"IT - SAP Analytics/Planning Expert","瑞健股份有限公司","醫療器材製造業","桃園市蘆竹區","5年以上","大學","待遇面議","***【Kindly submit your application directly through our company website. 請直接透過我們的公司網站提交您的申請】***
https://www.shl-medical.com/careers/jobs-at-shl-medical/it-sap-analyticsplanning-expert

SHL Medical is the world-leading solution provider in the design, development, and manufacturing of advanced drug delivery systems with more than 5000 employees worldwide. Our customers include top pharmaceutical and biotech companies from around the globe that require innovative devices such as auto injectors or pen injectors to effectively deliver their drugs. Headquartered in Switzerland since late 2018, with sites in Sweden, Taiwan, and the Unites States.

【Job Overview】
In this role, you will design and implement SAP Analytics and Planning solutions. You shall proactively develop the company’s business intelligence solutions for better performance and standardization.

【Responsibilities】
 Requirement analysis, design and implement the reporting and planning solutions for global enterprise data strategy and architecture
 Design and development of innovative SAP planning solutions based on SAP Analytics Cloud (SAC) for our internal customers.
 Design and development of SAP Analytics solutions with SAP BW/4HANA, SAP Analytics Cloud and SAP Datasphere technologies.
 Modelling of planning and analytics applications and where appropriate also take on coding and scripting tasks.
 Work with core team for reporting implementations and routine maintenance
 Analyze the existing Reports on all legacy systems and databases and define future fulfilment of BI needs in line with the target architecture


【Qulification】
 BS or MS degree in computer science, management information system, statistics, or related fields (or equivalent experience).
 Extended Experience in SAP Analytics for SAP BW/4HANA, S4/HANA, SAP Analytics Cloud. Good working knowledge on other reporting and data analytics solutions.
 Proven Experience in the development of Planning applications in the SAP Analytics Cloud, specifically with planning and forecasting modules.
 5+ years of hands-on experience in SAP Analytics development. Strong knowledge in ETL and data modelling.
 Excellent interpersonal and facilitation skills, with a proven ability to work with diverse professionals from multiple disciplines across all levels of seniority.
 Experience working in multi-cultural team.
 Experiences with Microsoft SQL, Databricks and Microsoft Fabric is a plus.
 Fluent in English. Sound communication and presentation skills.
 Mandarin or German as a plus.","","遠端工作","年終獎金","津貼/補助","優於勞基法特休","","4/29","","",""
"[商場部]軟體資訊技術經理/技術長","虹耀建設股份有限公司","建築工程業","台北市中正區","5年以上","大學","月薪80,000元以上","業建議。

主要任務

1. **技術策略制定與實施**
   - 分析業務需求，制定與執行技術策略，支持公司整體業務發展與創新計劃。
   - 引入最新的技術趨勢與工具，如人工智慧、大分析等，促進業務流程的優化。
   - 提供技術風險評估，","數據","距捷運善導寺站約230公尺","年終獎金","津貼/補助","團體保險","9 小時前處理過履歷","4/28","","",""
"(E10-)CRM高級工程師--資訊處","新漢股份有限公司","電腦及其週邊設備製造業","新北市中和區","2年以上","大學","待遇面議","1.	負責BPM(Easyflow GP) 電子表單、維護，並維運文件管理模組。
2.	主導集團CRM專案導入、系統流程設計、文件製作、系統配置、測試及上線。
3.	負責系統整合分析設計、開發及測試上線。
4.	負責分析整合第三方工具產出管理","數據","上市上櫃","距捷運中原站約100公尺","節日獎金/禮品","津貼/補助","4 天內處理過履歷","4/30","積極徵才中","",""
"【顧問服務部】顧問 （RPA流程改善與自動化）","先行智庫股份有限公司","工商顧問服務業","台北市中正區","1年以上","大學","月薪35,000~44,000元","1. 參與微軟商務產品 Power Platform相關專案開發 
2. 報表、雲端表單、自動化流程開發與修改 
3. 流程自動化需求訪談、流程規劃、流程開發與維護。
4. RPA專案文件產出 (工作說明書、操作與維運手冊等)","數據","距捷運大安森林公園站約340公尺","年終獎金","津貼/補助","優於勞基法特休","2 天內處理過履歷","5/01","","",""
"","北方國際有限公司","家庭電器／設備及用品批發業","新北市八里區","2年以上","大學","月薪30,000~45,000元","1.以EXCEL建置資料庫。
2.配合需求製作各項EXCEL報表及圖表。 
3.及資料統計分析，提出異常報告。
4. 透由分析結果協助公司進行決策驗證成效。 
5. 規劃各項資料（如：調查資料）之處理程序，製作各種表格並指導運算工作。
6","數據","節日獎金/禮品","","","","","5/02","","",""
"【工業4.0】智慧製造系統開發工程師 (VB.NET、C#) (山鶯廠區)","欣興電子股份有限公司","印刷電路板製造業(PCB)","桃園市龜山區","2年以上","大學","月薪41,000~80,000元","1.生產資訊系統開發
2.大分析
3.機台防呆卡控
4. 系統化流程整合、分析、開發、導入
5. 生產排程/自動化派工技術研發與導入
6. 工廠數位化應用與推展

【加分項目】
1. VB.Net、C#、MS SQL Server、系統分析與","數據","上市上櫃","年終獎金","津貼/補助","分紅配股","4 天內處理過履歷","5/02","","",""
"AI轉型顧問 / AI Implementation Consultant","英屬維京群島商盈訊科技有限公司台灣分公司","電腦軟體服務業","台北市信義區","3年以上","大學","待遇面議","、新加坡、馬來西亞、菲律賓、香港、澳門和中國大陸共設有14個辦公室，擁有全面、備受認可的資歷及大型專案管理經驗，成為各行各業客戶可靠的合作夥伴。


【工作內容】負責 AI 轉型策略，協助企業導入 AI Agent，制定與技術落地方案。
1.","數據","距捷運市政府站約500公尺","不扣薪病/事假","","","2 天內處理過履歷","4/21","積極徵才中","",""
"中台架構師","大聯科技股份有限公司","電腦系統整合服務業","台北市信義區","5年以上","大學","月薪100,000~150,000元","職務說明 :
1. 設計、規畫和建置高可用、可擴展的平台解決方案。
2. 協助客戶在中台管理機制的建立、優化和維護。
3. 與客戶端的、科學家和業務部門緊密合作，以確保產出以資產能夠滿足專案需求。
4. 實現治理、","數據","遠端工作","","","","1 天內處理過履歷","4/09","","數據分析師",""
